income,savings,credit_usage,loan_balance,monthly_spending,investment_portfolio,risk_appetite,age,employment_status,education_level,credit_score,debt_to_income_ratio,monthly_essentials,monthly_discretionary,long_term_goals
1097,3097,956,9203,467,1564,high,21,unemployed,high school,592,9.25,500,200,retirement
5891,25392,1988,13217,3416,3529,high,62,retired,master's,540,2.58,1326,786,travel
7448,32534,9912,10869,2511,2498,medium,68,full-time,PhD,490,2.79,1408,426,buy house
5779,44537,5178,16961,1943,17969,high,65,retired,master's,510,3.83,746,499,retirement
8386,38237,8481,29017,5730,3356,medium,50,retired,master's,558,4.47,2073,1535,retirement
9109,36382,5112,57149,4081,17294,low,64,full-time,PhD,593,6.83,2767,805,invest more
7205,36468,6218,25630,3395,17527,low,57,retired,master's,602,4.42,1461,806,invest more
7578,18181,8616,9069,3899,18611,medium,39,full-time,PhD,717,2.33,1007,530,travel
7666,40429,9941,2524,3364,15866,low,42,retired,PhD,598,1.63,1611,574,buy house
5486,48354,8323,19540,2057,2304,medium,68,retired,master's,399,5.08,915,448,invest more
9018,46111,6136,28433,4888,7020,medium,68,full-time,master's,690,3.83,3215,1445,retirement
8245,33393,2417,1665,3194,12367,low,47,full-time,master's,301,0.5,1104,913,invest more
4142,17479,5611,16461,2689,12415,medium,23,self-employed,bachelor's,583,5.33,1777,639,retirement
9555,47328,4353,63877,5787,18014,low,69,self-employed,PhD,558,7.14,1828,1273,invest more
9628,13081,5670,62822,5652,12722,high,64,self-employed,master's,645,7.11,1414,1478,travel
6328,44447,3486,20355,3218,19216,low,41,retired,PhD,545,3.77,1066,802,buy house
5640,30287,3871,20793,3277,4287,low,63,retired,PhD,683,4.37,1086,572,retirement
8748,33827,1347,38579,4731,14152,low,48,self-employed,PhD,539,4.56,860,1186,retirement
8094,10426,4776,20960,3426,9591,medium,38,retired,master's,599,3.18,1569,428,invest more
1135,312,1919,14359,532,11655,medium,20,unemployed,in school,738,14.33,500,200,travel
4269,19612,7580,12002,2937,18166,medium,34,self-employed,master's,676,4.59,1382,763,invest more
8142,27914,2092,46734,5482,8136,low,47,full-time,master's,409,6.0,1848,1472,travel
8797,21651,1794,34339,3616,4000,medium,64,retired,PhD,420,4.11,2456,1022,buy house
571,4256,806,15455,210,2698,medium,21,unemployed,high school,665,28.43,500,200,travel
8913,22245,8455,33710,5569,7301,medium,36,self-employed,PhD,775,4.73,1958,663,travel
5326,17260,749,52429,3164,8788,high,55,full-time,master's,315,9.98,1335,405,invest more
6729,22747,1013,910,2361,1911,low,55,retired,master's,508,0.29,1210,396,invest more
7611,28416,9597,26094,3089,2983,low,66,full-time,PhD,699,4.69,2145,390,invest more
3848,7054,7861,23710,2542,5116,medium,25,full-time,bachelor's,389,8.2,1255,591,travel
8401,25155,1547,28296,3427,18506,high,38,full-time,PhD,757,3.55,1206,552,travel
7938,12069,2752,9991,4363,14309,low,38,retired,PhD,781,1.61,908,252,travel
6824,10136,7194,35722,3159,17329,low,39,full-time,master's,605,6.29,1047,487,retirement
4763,10942,2280,10265,2699,1639,medium,33,full-time,bachelor's,728,2.63,1368,407,travel
3410,15827,4921,238,1487,12918,high,26,full-time,master's,723,1.51,563,260,travel
6943,35524,4837,32537,4631,7756,medium,44,retired,master's,645,5.38,2250,435,retirement
3201,10825,4759,9336,2114,11873,low,32,full-time,master's,549,4.4,674,459,retirement
8151,13655,3571,20435,3101,11240,low,41,self-employed,master's,590,2.94,1683,224,travel
7770,21727,321,30266,5080,13509,low,36,self-employed,master's,344,3.94,1550,941,retirement
9228,49691,6212,18982,4287,6773,low,40,retired,master's,450,2.73,1831,1269,retirement
2384,9038,781,24610,750,4487,high,28,self-employed,master's,786,10.65,508,203,invest more
6889,37931,5889,24608,2581,12917,medium,59,self-employed,master's,484,4.43,777,377,travel
6511,19962,6752,3222,2913,12788,medium,67,full-time,master's,807,1.53,719,820,invest more
6774,16163,9429,40718,2363,18796,high,41,self-employed,master's,365,7.4,1299,308,travel
5865,25581,8885,32456,3178,15889,medium,50,full-time,PhD,506,7.05,1824,281,travel
7717,18304,1207,38264,4909,4412,medium,44,full-time,PhD,352,5.11,3236,620,travel
9125,26323,3930,22704,4711,14553,low,43,self-employed,master's,516,2.92,1196,1112,invest more
7189,43710,671,34173,2367,10437,medium,46,full-time,PhD,573,4.85,597,258,invest more
8117,23058,974,1637,5673,15177,high,50,full-time,master's,435,0.32,2133,1659,travel
8181,41039,1214,41707,2837,14925,medium,45,self-employed,PhD,390,5.25,630,845,retirement
320,4838,2850,16800,130,2445,low,18,part-time,high school,838,61.21,500,200,travel
8250,27463,4312,5935,4822,5519,low,37,self-employed,master's,753,1.24,2905,1314,invest more
3781,10713,5495,24972,1519,2294,medium,30,self-employed,bachelor's,575,8.06,821,290,retirement
8654,31035,6961,30901,2777,16082,medium,66,self-employed,PhD,338,4.37,1645,611,travel
7792,17728,2129,50410,3070,18870,high,65,retired,master's,310,6.74,1195,265,travel
434,4207,715,8516,158,17261,low,19,unemployed,high school,662,21.22,500,200,travel
5811,13957,5926,21270,2776,18229,medium,39,retired,master's,563,4.68,1707,680,travel
5046,31551,2663,5036,2913,18810,medium,70,self-employed,master's,602,1.53,579,812,retirement
4801,12928,772,25470,2730,9945,medium,28,self-employed,bachelor's,331,5.46,1222,671,invest more
6490,16228,4441,4150,2587,15638,high,52,full-time,master's,634,1.32,1629,747,invest more
9508,11982,4380,16981,5163,7627,low,37,full-time,master's,642,2.25,2857,931,retirement
6349,43020,162,7368,3971,10355,low,41,self-employed,master's,713,1.19,1683,558,invest more
927,4761,4124,5908,350,14855,high,19,unemployed,high school,372,10.81,500,200,invest more
4000,12242,3392,3027,1444,11822,medium,30,full-time,master's,741,1.6,508,401,invest more
7497,44402,5190,40484,2342,17155,high,53,self-employed,PhD,446,6.09,1395,561,invest more
2491,6036,7085,2843,1147,15823,high,23,self-employed,bachelor's,532,3.98,668,252,travel
3057,16410,9967,3825,1134,4165,high,35,self-employed,master's,476,4.51,566,262,buy house
7000,31256,1011,28784,4471,10562,low,64,retired,master's,551,4.26,1475,1019,retirement
5243,46311,1746,53961,1905,1043,low,57,full-time,PhD,343,10.62,576,463,travel
3790,18548,6123,22826,1576,16889,low,27,full-time,bachelor's,506,7.64,672,203,invest more
7616,13378,7104,51800,4986,7638,low,64,retired,master's,652,7.73,3445,876,invest more
8836,44052,8937,8055,5108,6759,low,65,retired,master's,462,1.92,1421,1400,travel
9274,49937,4339,22192,5968,7443,high,62,retired,master's,553,2.86,1974,1718,buy house
6122,46671,9518,9107,2900,18205,low,52,full-time,PhD,476,3.04,857,235,invest more
2300,18616,8623,15749,788,17872,low,31,self-employed,master's,609,10.59,546,216,retirement
8542,38403,1613,16996,4159,13211,low,51,retired,master's,833,2.18,2883,685,invest more
9514,45740,8014,11727,4296,7230,medium,50,retired,PhD,502,2.07,1147,851,travel
3934,8894,4064,20228,2552,19524,low,22,full-time,master's,478,6.17,1240,260,retirement
4521,9139,8829,14762,1572,19015,high,32,full-time,bachelor's,699,5.22,701,440,retirement
6420,39673,4469,28141,3616,6803,low,59,retired,PhD,744,5.08,1170,789,invest more
7671,29139,8807,3055,3757,14285,high,53,retired,master's,704,1.55,1593,208,buy house
3711,7863,8482,26690,1659,7536,medium,28,full-time,bachelor's,591,9.48,902,347,travel
2217,12858,1005,18619,1485,8779,low,22,self-employed,bachelor's,713,8.85,874,340,buy house
7785,13525,8835,41115,3565,16775,high,64,retired,PhD,643,6.42,2248,274,retirement
9381,48369,5891,38292,5224,2477,high,49,full-time,master's,416,4.71,2657,868,retirement
3423,15473,6832,18512,1469,16169,medium,25,full-time,master's,828,7.4,941,238,retirement
8770,47097,4,22138,2730,1826,low,51,self-employed,master's,639,2.52,599,448,invest more
3901,19631,4515,29621,2575,7214,high,31,self-employed,master's,747,8.75,1132,543,retirement
5263,25789,4558,26934,3666,14996,high,41,full-time,master's,751,5.98,707,924,buy house
2038,12578,1681,2713,746,16046,low,28,self-employed,bachelor's,656,2.15,521,221,buy house
1296,2869,5848,13108,740,1019,low,18,part-time,high school,697,14.62,513,201,invest more
3349,5528,8318,5503,1661,9101,medium,32,self-employed,bachelor's,432,4.13,640,303,travel
6900,14825,2005,8657,2531,12042,medium,40,full-time,PhD,509,1.54,1379,263,buy house
5346,17780,4336,9389,2379,1566,low,60,retired,master's,370,2.57,564,516,travel
3549,9905,9705,10612,2097,13945,medium,23,self-employed,master's,482,5.72,1294,205,retirement
3786,11880,7788,23892,2544,16205,low,31,self-employed,bachelor's,593,8.37,1528,491,buy house
2687,7220,9904,746,1170,13284,medium,25,full-time,master's,556,3.96,748,223,travel
2259,19895,1340,9135,766,18822,low,25,self-employed,bachelor's,647,4.63,509,203,invest more
8657,33506,1130,44274,3496,10656,low,49,full-time,master's,705,5.24,1478,1029,travel
7350,34364,6828,23857,2736,5264,high,40,retired,PhD,602,4.17,1571,590,travel
9325,20006,6400,53691,2977,4519,high,68,retired,master's,337,6.44,618,679,travel
5885,14625,8843,53761,4096,6565,low,58,retired,master's,599,10.64,2805,432,retirement
7766,37079,3624,26473,5234,5119,low,43,retired,PhD,728,3.87,1944,794,invest more
6311,17240,5823,35274,2502,10021,medium,41,self-employed,master's,757,6.51,1632,439,travel
5296,37160,6899,25757,1604,8986,low,47,self-employed,master's,805,6.16,926,264,retirement
8984,17360,1018,2676,3246,11653,medium,51,self-employed,PhD,418,0.41,2106,781,retirement
9164,34348,4046,42901,2761,15097,high,54,retired,PhD,475,5.12,1724,217,retirement
7808,29811,9212,5518,3732,1556,medium,40,self-employed,PhD,660,1.89,1289,749,retirement
9951,25434,5152,15450,5549,5716,high,36,self-employed,master's,663,2.07,837,773,travel
7535,24049,6222,799,4073,17678,high,42,retired,PhD,480,0.93,1207,763,travel
9716,41343,2013,36691,5889,8629,low,44,self-employed,master's,300,3.98,1447,805,invest more
3341,18091,3572,2307,1591,8655,medium,30,self-employed,master's,302,1.76,780,434,buy house
9569,17876,5247,46878,4576,6169,high,67,retired,master's,593,5.45,2593,1079,buy house
850,503,2954,17880,412,7962,high,19,part-time,in school,748,24.48,500,200,travel
5708,44174,6745,3791,3672,2004,low,50,full-time,PhD,771,1.85,816,317,retirement
4079,19702,8331,18166,1300,17389,low,26,full-time,bachelor's,758,6.49,698,326,invest more
6371,30284,3877,13598,2080,8630,medium,38,retired,PhD,384,2.74,538,605,buy house
5259,48554,8776,26514,1768,2159,medium,40,self-employed,PhD,326,6.71,795,458,invest more
6711,20724,1897,17181,2463,9284,high,42,self-employed,master's,601,2.84,1263,363,invest more
7390,24186,9148,28889,4852,8953,medium,65,retired,master's,601,5.15,1390,340,buy house
6376,19240,5354,20977,2666,19332,high,49,self-employed,PhD,587,4.13,555,609,invest more
6281,37183,4452,25803,3027,7265,low,37,retired,master's,409,4.82,2045,407,travel
8487,33460,5964,34468,5562,9193,high,41,retired,PhD,673,4.76,1393,511,retirement
8917,29095,5381,22595,3718,15227,high,42,retired,PhD,725,3.14,2262,359,travel
9506,25275,3752,7130,6275,12771,high,49,self-employed,PhD,527,1.14,2898,654,retirement
8634,47067,7811,27756,3216,7035,low,44,retired,PhD,604,4.12,1381,690,retirement
8425,23721,224,32334,2762,7109,medium,47,retired,master's,680,3.86,1361,733,travel
8286,18754,6240,33520,4961,4556,low,60,retired,master's,616,4.8,3333,1086,travel
8292,28911,503,56194,4547,6209,low,58,self-employed,master's,403,6.84,1660,1139,invest more
7288,49305,2366,12115,4220,10721,high,51,full-time,PhD,806,1.99,2813,253,buy house
5881,47604,8020,53049,3339,2439,high,63,self-employed,master's,726,10.38,1207,960,buy house
5693,37654,3870,24170,2775,8166,low,64,full-time,master's,399,4.92,930,530,buy house
5435,15630,5518,42553,3733,13730,medium,60,self-employed,PhD,495,8.84,653,507,retirement
7204,10128,3359,24332,3238,12917,medium,36,self-employed,master's,308,3.84,1865,289,invest more
8625,26694,435,35908,4629,17315,medium,60,retired,PhD,804,4.21,636,569,retirement
5273,35104,735,38847,1990,2707,high,46,full-time,PhD,832,7.51,738,521,retirement
5374,35000,3072,16185,3429,19660,high,52,retired,master's,617,3.58,2109,506,retirement
8422,32337,2184,19221,5365,19281,high,42,self-employed,PhD,688,2.54,2734,718,travel
2466,15397,3241,13572,1065,12659,high,33,self-employed,master's,634,6.82,678,302,buy house
4856,8028,5013,16574,1496,3690,low,25,self-employed,master's,524,4.44,706,202,buy house
7959,29123,4771,23006,3671,10690,low,57,full-time,master's,451,3.49,1290,413,retirement
7869,20211,5998,48235,5426,18586,medium,57,self-employed,master's,827,6.89,3384,1161,retirement
5613,22520,8475,52413,3419,8368,medium,58,retired,PhD,747,10.85,1015,1005,invest more
7716,48263,2726,5531,4299,18305,medium,45,self-employed,PhD,675,1.07,1427,332,travel
4355,8211,9816,3029,3002,4018,high,32,full-time,master's,680,2.95,885,265,invest more
7553,33885,7849,23003,4888,9847,high,50,self-employed,PhD,310,4.08,811,814,buy house
2834,11670,425,8537,1344,12782,high,30,self-employed,master's,361,3.16,697,283,travel
6039,37327,5201,26344,3585,3915,high,57,full-time,master's,689,5.22,1106,915,invest more
6393,23648,5663,5879,2931,16875,medium,54,self-employed,master's,829,1.81,1818,517,travel
8458,42177,4861,4152,4070,1806,medium,40,self-employed,PhD,668,1.07,2547,483,travel
7679,37297,2520,49037,3194,14626,medium,55,retired,master's,432,6.71,1621,458,retirement
6951,36460,8591,7969,2637,1723,medium,54,retired,PhD,762,2.38,583,655,travel
8942,17077,9225,34048,3828,15563,high,51,retired,PhD,407,4.84,1812,391,invest more
9517,24621,2575,3067,3534,3857,medium,42,retired,master's,386,0.59,751,332,travel
9589,46835,5535,24538,5590,6480,high,51,self-employed,PhD,797,3.14,1366,1456,invest more
4623,14821,5634,4512,2010,1736,high,35,full-time,bachelor's,819,2.19,675,535,invest more
1718,2314,2098,2578,1173,5848,low,18,unemployed,high school,813,2.72,590,260,invest more
4467,7691,2541,32679,2675,17449,low,35,full-time,bachelor's,328,7.88,1534,788,invest more
7368,23000,5289,35201,4694,15187,high,61,full-time,master's,332,5.49,1979,448,invest more
5380,30069,1331,51452,1944,8863,low,66,full-time,master's,738,9.81,650,354,retirement
5833,19722,8719,20433,2923,6211,high,38,retired,PhD,345,5.0,1739,322,invest more
9510,46920,5876,1224,4195,17751,low,50,full-time,master's,449,0.75,759,200,invest more
5225,20294,5482,40846,2816,5673,high,60,retired,PhD,415,8.86,595,210,travel
9800,36011,8572,12288,5442,18755,low,57,self-employed,master's,515,2.13,1040,510,buy house
5089,28661,6947,39942,1585,5964,medium,45,retired,master's,808,9.21,570,228,buy house
6108,18374,1172,47904,2332,19011,low,57,self-employed,master's,821,8.03,875,676,invest more
4483,9111,1398,10991,2187,7799,low,25,self-employed,bachelor's,771,2.76,606,318,invest more
294,2792,7198,342,169,11934,low,20,part-time,high school,413,25.56,500,200,invest more
6237,23777,1375,7598,4149,16846,high,42,full-time,PhD,539,1.44,2273,984,travel
6400,34964,5842,20949,2322,10089,high,69,self-employed,master's,718,4.19,806,227,retirement
5146,39089,1229,27026,2116,14039,medium,57,self-employed,master's,483,5.49,804,592,invest more
4041,7088,4758,19582,2779,10761,low,25,full-time,master's,831,6.02,1204,419,retirement
3762,7759,9067,2355,2119,3285,high,33,self-employed,master's,643,3.04,1339,602,invest more
9870,36486,8100,33131,3235,3856,medium,42,self-employed,PhD,610,4.18,834,231,retirement
6219,12871,9921,9261,2202,14633,medium,36,self-employed,PhD,380,3.08,656,336,retirement
6053,42083,4705,44107,3030,19567,low,49,self-employed,PhD,835,8.06,1130,457,retirement
5877,38753,8269,35913,3419,5582,high,68,self-employed,PhD,386,7.52,632,743,invest more
920,115,6967,15221,295,7702,low,20,part-time,in school,402,24.09,500,200,retirement
9602,10643,1352,20774,6692,4546,medium,37,retired,master's,622,2.3,833,991,invest more
6925,44319,355,34432,3410,5215,high,64,full-time,PhD,780,5.02,1089,413,buy house
2579,19755,8200,8201,1490,14732,medium,24,full-time,bachelor's,715,6.36,714,403,invest more
7430,16969,7409,20738,3237,14286,high,50,retired,master's,687,3.79,1127,544,buy house
9443,22805,5784,21657,4198,14812,low,70,retired,PhD,565,2.91,1721,792,buy house
8900,39821,8176,5701,4874,9937,medium,64,retired,PhD,614,1.56,682,714,retirement
5971,23488,8634,14377,3337,13475,low,38,full-time,master's,594,3.85,2146,591,invest more
6216,34116,3650,17267,2737,16983,high,45,full-time,master's,604,3.36,1713,323,buy house
1803,1599,9734,9338,647,9103,high,19,part-time,high school,567,10.57,500,200,retirement
6959,14820,4628,30339,4226,16395,high,70,self-employed,PhD,796,5.02,2891,1012,retirement
7317,10904,6021,29355,3058,13458,low,65,full-time,master's,589,4.83,1111,752,buy house
8185,38456,9445,27315,5075,7310,low,37,self-employed,PhD,449,4.49,3293,1017,buy house
5367,18304,4970,18126,2722,4963,medium,70,full-time,master's,691,4.3,915,396,travel
9802,22482,8874,42912,6555,14260,medium,68,retired,master's,835,5.28,3024,1942,invest more
8780,12833,6451,12768,4581,10892,low,59,full-time,master's,582,2.19,533,708,travel
8288,19435,9289,10068,3990,3865,low,36,self-employed,PhD,383,2.34,2126,277,retirement
3570,9291,8129,18653,1618,15716,low,26,self-employed,bachelor's,305,7.5,1108,268,retirement
5610,38008,3103,1555,1697,11953,high,37,self-employed,PhD,818,0.83,1173,222,invest more
9267,36083,5468,55102,3311,1378,high,63,retired,PhD,651,6.54,1653,368,travel
818,2005,8413,1094,257,14396,medium,21,unemployed,in school,843,11.61,500,200,retirement
3016,5121,1563,8952,1379,6221,low,30,self-employed,master's,712,3.49,528,360,buy house
2367,15633,5108,17434,1134,15430,low,33,full-time,bachelor's,476,9.52,709,248,retirement
7762,41262,6977,33089,4604,15016,medium,41,retired,master's,551,5.16,2100,453,travel
6087,12309,2862,17134,2714,7206,high,41,full-time,master's,631,3.28,1889,385,travel
7659,30428,1220,26399,3909,16387,medium,37,full-time,master's,529,3.61,808,767,invest more
19,4404,1699,18009,10,13144,medium,19,part-time,high school,556,985.4,500,200,retirement
261,1605,444,9080,90,9238,high,19,unemployed,high school,407,36.35,500,200,travel
4269,20000,285,541,2183,2693,medium,24,full-time,bachelor's,389,0.19,819,305,retirement
7078,31513,6035,9390,4584,15838,low,44,full-time,PhD,360,2.18,1991,702,buy house
3685,5517,3337,21821,2115,1801,high,24,full-time,master's,325,6.83,633,440,travel
3521,11211,5775,15430,1645,5561,medium,29,self-employed,bachelor's,490,6.02,605,390,buy house
5686,35634,5764,46040,1780,3214,high,50,full-time,master's,839,9.11,577,397,buy house
7760,20439,6242,24201,4245,2004,low,41,full-time,PhD,656,3.92,2541,609,invest more
